filepaths,labels,data set
train/SMITHS LONGSPUR/079.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/080.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/081.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/082.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/083.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/084.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/085.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/086.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/087.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/088.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/089.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/090.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/091.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/092.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/093.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/094.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/095.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/096.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/097.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/098.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/099.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/100.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/101.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/102.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/103.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/104.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/105.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/106.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/107.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/108.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/109.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/110.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/111.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/112.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/113.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/114.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/115.jpg,SMITHS LONGSPUR,train
train/SMITHS LONGSPUR/116.jpg,SMITHS LONGSPUR,train
train/SNOWY EGRET/01.jpg,SNOWY EGRET,train
train/SNOWY EGRET/02.jpg,SNOWY EGRET,train
train/SNOWY EGRET/03.jpg,SNOWY EGRET,train
train/SNOWY EGRET/030.jpg,SNOWY EGRET,train
train/SNOWY EGRET/04.jpg,SNOWY EGRET,train
train/SNOWY EGRET/05.jpg,SNOWY EGRET,train
train/SNOWY EGRET/06.jpg,SNOWY EGRET,train
train/SNOWY EGRET/07.jpg,SNOWY EGRET,train
train/SNOWY EGRET/08.jpg,SNOWY EGRET,train
train/SNOWY EGRET/09.jpg,SNOWY EGRET,train
train/SNOWY EGRET/10.jpg,SNOWY EGRET,train
train/SNOWY EGRET/100.jpg,SNOWY EGRET,train
train/SNOWY EGRET/101.jpg,SNOWY EGRET,train
train/SNOWY EGRET/102.jpg,SNOWY EGRET,train
train/SNOWY EGRET/103.jpg,SNOWY EGRET,train
train/SNOWY EGRET/104.jpg,SNOWY EGRET,train
train/SNOWY EGRET/105.jpg,SNOWY EGRET,train
train/SNOWY EGRET/106.jpg,SNOWY EGRET,train
train/SNOWY EGRET/107.jpg,SNOWY EGRET,train
train/SNOWY EGRET/108.jpg,SNOWY EGRET,train
train/SNOWY EGRET/109.jpg,SNOWY EGRET,train
train/SNOWY EGRET/11.jpg,SNOWY EGRET,train
train/SNOWY EGRET/110.jpg,SNOWY EGRET,train
train/SNOWY EGRET/111.jpg,SNOWY EGRET,train
train/SNOWY EGRET/112.jpg,SNOWY EGRET,train
train/SNOWY EGRET/113.jpg,SNOWY EGRET,train
train/SNOWY EGRET/114.jpg,SNOWY EGRET,train
train/SNOWY EGRET/115.jpg,SNOWY EGRET,train
train/SNOWY EGRET/116.jpg,SNOWY EGRET,train
train/SNOWY EGRET/117.jpg,SNOWY EGRET,train
train/SNOWY EGRET/118.jpg,SNOWY EGRET,train
train/SNOWY EGRET/119.jpg,SNOWY EGRET,train
train/SNOWY EGRET/12.jpg,SNOWY EGRET,train
train/SNOWY EGRET/120.jpg,SNOWY EGRET,train
train/SNOWY EGRET/121.jpg,SNOWY EGRET,train
train/SNOWY EGRET/122.jpg,SNOWY EGRET,train
train/SNOWY EGRET/123.jpg,SNOWY EGRET,train
train/SNOWY EGRET/124.jpg,SNOWY EGRET,train
train/SNOWY EGRET/125.jpg,SNOWY EGRET,train
train/SNOWY EGRET/126.jpg,SNOWY EGRET,train
train/SNOWY EGRET/127.jpg,SNOWY EGRET,train
train/SNOWY EGRET/128.jpg,SNOWY EGRET,train
train/SNOWY EGRET/129.jpg,SNOWY EGRET,train
train/SNOWY EGRET/13.jpg,SNOWY EGRET,train
train/SNOWY EGRET/130.jpg,SNOWY EGRET,train
train/SNOWY EGRET/131.jpg,SNOWY EGRET,train
train/SNOWY EGRET/132.jpg,SNOWY EGRET,train
train/SNOWY EGRET/14.jpg,SNOWY EGRET,train
train/SNOWY EGRET/15.jpg,SNOWY EGRET,train
train/SNOWY EGRET/16.jpg,SNOWY EGRET,train
train/SNOWY EGRET/17.jpg,SNOWY EGRET,train
train/SNOWY EGRET/18.jpg,SNOWY EGRET,train
train/SNOWY EGRET/19.jpg,SNOWY EGRET,train
train/SNOWY EGRET/20.jpg,SNOWY EGRET,train
train/SNOWY EGRET/21.jpg,SNOWY EGRET,train
train/SNOWY EGRET/22.jpg,SNOWY EGRET,train
train/SNOWY EGRET/23.jpg,SNOWY EGRET,train
train/SNOWY EGRET/24.jpg,SNOWY EGRET,train
train/SNOWY EGRET/25.jpg,SNOWY EGRET,train
train/SNOWY EGRET/26.jpg,SNOWY EGRET,train
train/SNOWY EGRET/27.jpg,SNOWY EGRET,train
train/SNOWY EGRET/28.jpg,SNOWY EGRET,train
train/SNOWY EGRET/29.jpg,SNOWY EGRET,train
train/SNOWY EGRET/31.jpg,SNOWY EGRET,train
train/SNOWY EGRET/32.jpg,SNOWY EGRET,train
train/SNOWY EGRET/33.jpg,SNOWY EGRET,train
train/SNOWY EGRET/34.jpg,SNOWY EGRET,train
train/SNOWY EGRET/35.jpg,SNOWY EGRET,train
train/SNOWY EGRET/36.jpg,SNOWY EGRET,train
train/SNOWY EGRET/37.jpg,SNOWY EGRET,train
train/SNOWY EGRET/38.jpg,SNOWY EGRET,train
train/SNOWY EGRET/39.jpg,SNOWY EGRET,train
train/SNOWY EGRET/40.jpg,SNOWY EGRET,train
train/SNOWY EGRET/41.jpg,SNOWY EGRET,train
train/SNOWY EGRET/42.jpg,SNOWY EGRET,train
train/SNOWY EGRET/43.jpg,SNOWY EGRET,train
train/SNOWY EGRET/44.jpg,SNOWY EGRET,train
train/SNOWY EGRET/45.jpg,SNOWY EGRET,train
train/SNOWY EGRET/46.jpg,SNOWY EGRET,train
train/SNOWY EGRET/47.jpg,SNOWY EGRET,train
train/SNOWY EGRET/48.jpg,SNOWY EGRET,train
train/SNOWY EGRET/49.jpg,SNOWY EGRET,train
train/SNOWY EGRET/50.jpg,SNOWY EGRET,train
train/SNOWY EGRET/51.jpg,SNOWY EGRET,train
train/SNOWY EGRET/52.jpg,SNOWY EGRET,train
train/SNOWY EGRET/53.jpg,SNOWY EGRET,train
train/SNOWY EGRET/54.jpg,SNOWY EGRET,train
train/SNOWY EGRET/55.jpg,SNOWY EGRET,train
train/SNOWY EGRET/56.jpg,SNOWY EGRET,train
train/SNOWY EGRET/57.jpg,SNOWY EGRET,train
train/SNOWY EGRET/58.jpg,SNOWY EGRET,train
train/SNOWY EGRET/59.jpg,SNOWY EGRET,train
train/SNOWY EGRET/60.jpg,SNOWY EGRET,train
train/SNOWY EGRET/61.jpg,SNOWY EGRET,train
train/SNOWY EGRET/62.jpg,SNOWY EGRET,train
train/SNOWY EGRET/63.jpg,SNOWY EGRET,train
train/SNOWY EGRET/64.jpg,SNOWY EGRET,train
train/SNOWY EGRET/65.jpg,SNOWY EGRET,train
train/SNOWY EGRET/66.jpg,SNOWY EGRET,train
train/SNOWY EGRET/67.jpg,SNOWY EGRET,train
train/SNOWY EGRET/68.jpg,SNOWY EGRET,train
train/SNOWY EGRET/69.jpg,SNOWY EGRET,train
train/SNOWY EGRET/70.jpg,SNOWY EGRET,train
train/SNOWY EGRET/71.jpg,SNOWY EGRET,train
train/SNOWY EGRET/72.jpg,SNOWY EGRET,train
train/SNOWY EGRET/73.jpg,SNOWY EGRET,train
train/SNOWY EGRET/74.jpg,SNOWY EGRET,train
train/SNOWY EGRET/75.jpg,SNOWY EGRET,train
train/SNOWY EGRET/76.jpg,SNOWY EGRET,train
train/SNOWY EGRET/77.jpg,SNOWY EGRET,train
train/SNOWY EGRET/78.jpg,SNOWY EGRET,train
train/SNOWY EGRET/79.jpg,SNOWY EGRET,train
train/SNOWY EGRET/80.jpg,SNOWY EGRET,train
train/SNOWY EGRET/81.jpg,SNOWY EGRET,train
train/SNOWY EGRET/82.jpg,SNOWY EGRET,train
train/SNOWY EGRET/83.jpg,SNOWY EGRET,train
train/SNOWY EGRET/84.jpg,SNOWY EGRET,train
train/SNOWY EGRET/85.jpg,SNOWY EGRET,train
train/SNOWY EGRET/86.jpg,SNOWY EGRET,train
train/SNOWY EGRET/87.jpg,SNOWY EGRET,train
train/SNOWY EGRET/88.jpg,SNOWY EGRET,train
train/SNOWY EGRET/89.jpg,SNOWY EGRET,train
train/SNOWY EGRET/90.jpg,SNOWY EGRET,train
train/SNOWY EGRET/91.jpg,SNOWY EGRET,train
train/SNOWY EGRET/92.jpg,SNOWY EGRET,train
train/SNOWY EGRET/93.jpg,SNOWY EGRET,train
train/SNOWY EGRET/94.jpg,SNOWY EGRET,train
train/SNOWY EGRET/95.jpg,SNOWY EGRET,train
train/SNOWY EGRET/96.jpg,SNOWY EGRET,train
train/SNOWY EGRET/97.jpg,SNOWY EGRET,train
train/SNOWY EGRET/98.jpg,SNOWY EGRET,train
train/SNOWY EGRET/99.jpg,SNOWY EGRET,train
train/SNOWY OWL/001.jpg,SNOWY OWL,train
train/SNOWY OWL/002.jpg,SNOWY OWL,train
train/SNOWY OWL/003.jpg,SNOWY OWL,train
train/SNOWY OWL/004.jpg,SNOWY OWL,train
train/SNOWY OWL/005.jpg,SNOWY OWL,train
train/SNOWY OWL/006.jpg,SNOWY OWL,train
train/SNOWY OWL/007.jpg,SNOWY OWL,train
train/SNOWY OWL/008.jpg,SNOWY OWL,train
train/SNOWY OWL/009.jpg,SNOWY OWL,train
train/SNOWY OWL/010.jpg,SNOWY OWL,train
train/SNOWY OWL/011.jpg,SNOWY OWL,train
train/SNOWY OWL/012.jpg,SNOWY OWL,train
train/SNOWY OWL/013.jpg,SNOWY OWL,train
train/SNOWY OWL/014.jpg,SNOWY OWL,train
train/SNOWY OWL/015.jpg,SNOWY OWL,train
train/SNOWY OWL/016.jpg,SNOWY OWL,train
train/SNOWY OWL/017.jpg,SNOWY OWL,train
train/SNOWY OWL/018.jpg,SNOWY OWL,train
train/SNOWY OWL/019.jpg,SNOWY OWL,train
train/SNOWY OWL/020.jpg,SNOWY OWL,train
train/SNOWY OWL/021.jpg,SNOWY OWL,train
train/SNOWY OWL/022.jpg,SNOWY OWL,train
train/SNOWY OWL/023.jpg,SNOWY OWL,train
train/SNOWY OWL/024.jpg,SNOWY OWL,train
train/SNOWY OWL/025.jpg,SNOWY OWL,train
train/SNOWY OWL/026.jpg,SNOWY OWL,train
train/SNOWY OWL/027.jpg,SNOWY OWL,train
train/SNOWY OWL/028.jpg,SNOWY OWL,train
train/SNOWY OWL/029.jpg,SNOWY OWL,train
train/SNOWY OWL/030.jpg,SNOWY OWL,train
train/SNOWY OWL/031.jpg,SNOWY OWL,train
train/SNOWY OWL/032.jpg,SNOWY OWL,train
train/SNOWY OWL/033.jpg,SNOWY OWL,train
train/SNOWY OWL/034.jpg,SNOWY OWL,train
train/SNOWY OWL/035.jpg,SNOWY OWL,train
train/SNOWY OWL/036.jpg,SNOWY OWL,train
train/SNOWY OWL/037.jpg,SNOWY OWL,train
train/SNOWY OWL/038.jpg,SNOWY OWL,train
train/SNOWY OWL/039.jpg,SNOWY OWL,train
train/SNOWY OWL/040.jpg,SNOWY OWL,train
train/SNOWY OWL/041.jpg,SNOWY OWL,train
train/SNOWY OWL/042.jpg,SNOWY OWL,train
train/SNOWY OWL/043.jpg,SNOWY OWL,train
train/SNOWY OWL/044.jpg,SNOWY OWL,train
train/SNOWY OWL/045.jpg,SNOWY OWL,train
train/SNOWY OWL/046.jpg,SNOWY OWL,train
train/SNOWY OWL/047.jpg,SNOWY OWL,train
train/SNOWY OWL/048.jpg,SNOWY OWL,train
train/SNOWY OWL/049.jpg,SNOWY OWL,train
train/SNOWY OWL/050.jpg,SNOWY OWL,train
train/SNOWY OWL/051.jpg,SNOWY OWL,train
train/SNOWY OWL/052.jpg,SNOWY OWL,train
train/SNOWY OWL/053.jpg,SNOWY OWL,train
train/SNOWY OWL/054.jpg,SNOWY OWL,train
train/SNOWY OWL/055.jpg,SNOWY OWL,train
train/SNOWY OWL/056.jpg,SNOWY OWL,train
train/SNOWY OWL/057.jpg,SNOWY OWL,train
train/SNOWY OWL/058.jpg,SNOWY OWL,train
train/SNOWY OWL/059.jpg,SNOWY OWL,train
train/SNOWY OWL/060.jpg,SNOWY OWL,train
train/SNOWY OWL/061.jpg,SNOWY OWL,train
train/SNOWY OWL/062.jpg,SNOWY OWL,train
train/SNOWY OWL/063.jpg,SNOWY OWL,train
train/SNOWY OWL/064.jpg,SNOWY OWL,train
train/SNOWY OWL/065.jpg,SNOWY OWL,train
train/SNOWY OWL/066.jpg,SNOWY OWL,train
train/SNOWY OWL/067.jpg,SNOWY OWL,train
train/SNOWY OWL/068.jpg,SNOWY OWL,train
train/SNOWY OWL/069.jpg,SNOWY OWL,train
train/SNOWY OWL/070.jpg,SNOWY OWL,train
train/SNOWY OWL/071.jpg,SNOWY OWL,train
train/SNOWY OWL/072.jpg,SNOWY OWL,train
train/SNOWY OWL/073.jpg,SNOWY OWL,train
train/SNOWY OWL/074.jpg,SNOWY OWL,train
train/SNOWY OWL/075.jpg,SNOWY OWL,train
train/SNOWY OWL/076.jpg,SNOWY OWL,train
train/SNOWY OWL/077.jpg,SNOWY OWL,train
train/SNOWY OWL/078.jpg,SNOWY OWL,train
train/SNOWY OWL/079.jpg,SNOWY OWL,train
train/SNOWY OWL/080.jpg,SNOWY OWL,train
train/SNOWY OWL/081.jpg,SNOWY OWL,train
train/SNOWY OWL/082.jpg,SNOWY OWL,train
train/SNOWY OWL/083.jpg,SNOWY OWL,train
train/SNOWY OWL/084.jpg,SNOWY OWL,train
train/SNOWY OWL/085.jpg,SNOWY OWL,train
train/SNOWY OWL/086.jpg,SNOWY OWL,train
train/SNOWY OWL/087.jpg,SNOWY OWL,train
train/SNOWY OWL/088.jpg,SNOWY OWL,train
train/SNOWY OWL/089.jpg,SNOWY OWL,train
train/SNOWY OWL/090.jpg,SNOWY OWL,train
train/SNOWY OWL/091.jpg,SNOWY OWL,train
train/SNOWY OWL/092.jpg,SNOWY OWL,train
train/SNOWY OWL/093.jpg,SNOWY OWL,train
train/SNOWY OWL/094.jpg,SNOWY OWL,train
train/SNOWY OWL/095.jpg,SNOWY OWL,train
train/SNOWY OWL/096.jpg,SNOWY OWL,train
train/SNOWY OWL/097.jpg,SNOWY OWL,train
train/SNOWY OWL/098.jpg,SNOWY OWL,train
train/SNOWY OWL/099.jpg,SNOWY OWL,train
train/SNOWY OWL/100.jpg,SNOWY OWL,train
train/SNOWY OWL/101.jpg,SNOWY OWL,train
train/SNOWY OWL/102.jpg,SNOWY OWL,train
train/SNOWY OWL/103.jpg,SNOWY OWL,train
train/SNOWY OWL/104.jpg,SNOWY OWL,train
train/SNOWY OWL/105.jpg,SNOWY OWL,train
train/SNOWY OWL/106.jpg,SNOWY OWL,train
train/SNOWY OWL/107.jpg,SNOWY OWL,train
train/SNOWY OWL/108.jpg,SNOWY OWL,train
train/SNOWY OWL/109.jpg,SNOWY OWL,train
train/SNOWY OWL/110.jpg,SNOWY OWL,train
train/SNOWY OWL/111.jpg,SNOWY OWL,train
train/SNOWY OWL/112.jpg,SNOWY OWL,train
train/SNOWY OWL/113.jpg,SNOWY OWL,train
train/SNOWY OWL/114.jpg,SNOWY OWL,train
train/SNOWY OWL/115.jpg,SNOWY OWL,train
train/SNOWY OWL/116.jpg,SNOWY OWL,train
train/SNOWY OWL/117.jpg,SNOWY OWL,train
train/SNOWY OWL/118.jpg,SNOWY OWL,train
train/SNOWY OWL/119.jpg,SNOWY OWL,train
train/SNOWY OWL/120.jpg,SNOWY OWL,train
train/SNOWY OWL/121.jpg,SNOWY OWL,train
train/SNOWY OWL/122.jpg,SNOWY OWL,train
train/SNOWY OWL/123.jpg,SNOWY OWL,train
train/SNOWY OWL/124.jpg,SNOWY OWL,train
train/SNOWY OWL/125.jpg,SNOWY OWL,train
train/SNOWY OWL/126.jpg,SNOWY OWL,train
train/SNOWY OWL/127.jpg,SNOWY OWL,train
train/SNOWY OWL/128.jpg,SNOWY OWL,train
train/SNOWY OWL/129.jpg,SNOWY OWL,train
train/SNOWY OWL/130.jpg,SNOWY OWL,train
train/SNOWY OWL/131.jpg,SNOWY OWL,train
train/SNOWY OWL/132.jpg,SNOWY OWL,train
train/SNOWY OWL/133.jpg,SNOWY OWL,train
train/SNOWY OWL/134.jpg,SNOWY OWL,train
train/SNOWY OWL/135.jpg,SNOWY OWL,train
train/SNOWY OWL/136.jpg,SNOWY OWL,train
train/SNOWY OWL/137.jpg,SNOWY OWL,train
train/SNOWY OWL/138.jpg,SNOWY OWL,train
train/SNOWY OWL/139.jpg,SNOWY OWL,train
train/SNOWY OWL/140.jpg,SNOWY OWL,train
train/SNOWY OWL/141.jpg,SNOWY OWL,train
train/SNOWY OWL/142.jpg,SNOWY OWL,train
train/SNOWY OWL/143.jpg,SNOWY OWL,train
train/SNOWY OWL/144.jpg,SNOWY OWL,train
train/SNOWY OWL/145.jpg,SNOWY OWL,train
train/SNOWY OWL/146.jpg,SNOWY OWL,train
train/SNOWY OWL/147.jpg,SNOWY OWL,train
train/SNOWY OWL/148.jpg,SNOWY OWL,train
train/SNOWY OWL/149.jpg,SNOWY OWL,train
train/SNOWY OWL/150.jpg,SNOWY OWL,train
train/SNOWY OWL/151.jpg,SNOWY OWL,train
train/SNOWY OWL/152.jpg,SNOWY OWL,train
train/SNOWY OWL/153.jpg,SNOWY OWL,train
train/SNOWY OWL/154.jpg,SNOWY OWL,train
train/SNOWY OWL/155.jpg,SNOWY OWL,train
train/SNOWY OWL/156.jpg,SNOWY OWL,train
train/SNOWY OWL/157.jpg,SNOWY OWL,train
train/SNOWY OWL/158.jpg,SNOWY OWL,train
train/SNOWY OWL/159.jpg,SNOWY OWL,train
train/SNOWY OWL/160.jpg,SNOWY OWL,train
train/SNOWY OWL/161.jpg,SNOWY OWL,train
train/SORA/001.jpg,SORA,train
train/SORA/002.jpg,SORA,train
train/SORA/003.jpg,SORA,train
train/SORA/004.jpg,SORA,train
train/SORA/005.jpg,SORA,train
train/SORA/006.jpg,SORA,train
train/SORA/007.jpg,SORA,train
train/SORA/008.jpg,SORA,train
train/SORA/009.jpg,SORA,train
train/SORA/010.jpg,SORA,train
train/SORA/011.jpg,SORA,train
train/SORA/012.jpg,SORA,train
train/SORA/013.jpg,SORA,train
train/SORA/014.jpg,SORA,train
train/SORA/015.jpg,SORA,train
train/SORA/016.jpg,SORA,train
train/SORA/017.jpg,SORA,train
train/SORA/018.jpg,SORA,train
train/SORA/019.jpg,SORA,train
train/SORA/020.jpg,SORA,train
train/SORA/021.jpg,SORA,train
train/SORA/022.jpg,SORA,train
train/SORA/023.jpg,SORA,train
train/SORA/024.jpg,SORA,train
train/SORA/025.jpg,SORA,train
train/SORA/026.jpg,SORA,train
train/SORA/027.jpg,SORA,train
train/SORA/028.jpg,SORA,train
train/SORA/029.jpg,SORA,train
train/SORA/030.jpg,SORA,train
train/SORA/031.jpg,SORA,train
train/SORA/032.jpg,SORA,train
train/SORA/033.jpg,SORA,train
train/SORA/034.jpg,SORA,train
train/SORA/035.jpg,SORA,train
train/SORA/036.jpg,SORA,train
train/SORA/037.jpg,SORA,train
train/SORA/038.jpg,SORA,train
train/SORA/039.jpg,SORA,train
train/SORA/040.jpg,SORA,train
train/SORA/041.jpg,SORA,train
train/SORA/042.jpg,SORA,train
train/SORA/043.jpg,SORA,train
train/SORA/044.jpg,SORA,train
train/SORA/045.jpg,SORA,train
train/SORA/046.jpg,SORA,train
train/SORA/047.jpg,SORA,train
train/SORA/048.jpg,SORA,train
train/SORA/049.jpg,SORA,train
train/SORA/050.jpg,SORA,train
train/SORA/051.jpg,SORA,train
train/SORA/052.jpg,SORA,train
train/SORA/053.jpg,SORA,train
train/SORA/054.jpg,SORA,train
train/SORA/055.jpg,SORA,train
train/SORA/056.jpg,SORA,train
train/SORA/057.jpg,SORA,train
train/SORA/058.jpg,SORA,train
train/SORA/059.jpg,SORA,train
train/SORA/060.jpg,SORA,train
train/SORA/061.jpg,SORA,train
train/SORA/062.jpg,SORA,train
train/SORA/063.jpg,SORA,train
train/SORA/064.jpg,SORA,train
train/SORA/065.jpg,SORA,train
train/SORA/066.jpg,SORA,train
train/SORA/067.jpg,SORA,train
train/SORA/068.jpg,SORA,train
train/SORA/069.jpg,SORA,train
train/SORA/070.jpg,SORA,train
train/SORA/071.jpg,SORA,train
train/SORA/072.jpg,SORA,train
train/SORA/073.jpg,SORA,train
train/SORA/074.jpg,SORA,train
train/SORA/075.jpg,SORA,train
train/SORA/076.jpg,SORA,train
train/SORA/077.jpg,SORA,train
train/SORA/078.jpg,SORA,train
train/SORA/079.jpg,SORA,train
train/SORA/080.jpg,SORA,train
train/SORA/081.jpg,SORA,train
train/SORA/082.jpg,SORA,train
train/SORA/083.jpg,SORA,train
train/SORA/084.jpg,SORA,train
train/SORA/085.jpg,SORA,train
train/SORA/086.jpg,SORA,train
train/SORA/087.jpg,SORA,train
train/SORA/088.jpg,SORA,train
train/SORA/089.jpg,SORA,train
train/SORA/090.jpg,SORA,train
train/SORA/091.jpg,SORA,train
train/SORA/092.jpg,SORA,train
train/SORA/093.jpg,SORA,train
train/SORA/094.jpg,SORA,train
train/SORA/095.jpg,SORA,train
train/SORA/096.jpg,SORA,train
train/SORA/097.jpg,SORA,train
train/SORA/098.jpg,SORA,train
train/SORA/099.jpg,SORA,train
train/SORA/100.jpg,SORA,train
train/SORA/101.jpg,SORA,train
train/SORA/102.jpg,SORA,train
train/SORA/103.jpg,SORA,train
train/SORA/104.jpg,SORA,train
train/SORA/105.jpg,SORA,train
train/SORA/106.jpg,SORA,train
train/SORA/107.jpg,SORA,train
train/SORA/108.jpg,SORA,train
train/SORA/109.jpg,SORA,train
train/SORA/110.jpg,SORA,train
train/SORA/111.jpg,SORA,train
train/SORA/112.jpg,SORA,train
train/SORA/113.jpg,SORA,train
train/SORA/114.jpg,SORA,train
train/SORA/115.jpg,SORA,train
train/SORA/116.jpg,SORA,train
train/SORA/117.jpg,SORA,train
train/SORA/118.jpg,SORA,train
train/SORA/119.jpg,SORA,train
train/SORA/120.jpg,SORA,train
train/SORA/121.jpg,SORA,train
train/SORA/122.jpg,SORA,train
train/SORA/123.jpg,SORA,train
train/SORA/124.jpg,SORA,train
train/SORA/125.jpg,SORA,train
train/SORA/126.jpg,SORA,train
train/SORA/127.jpg,SORA,train
train/SORA/128.jpg,SORA,train
train/SORA/129.jpg,SORA,train
train/SORA/130.jpg,SORA,train
train/SORA/131.jpg,SORA,train
train/SORA/132.jpg,SORA,train
train/SORA/133.jpg,SORA,train
train/SORA/134.jpg,SORA,train
train/SORA/135.jpg,SORA,train
train/SORA/136.jpg,SORA,train
train/SORA/137.jpg,SORA,train
train/SORA/138.jpg,SORA,train
train/SORA/139.jpg,SORA,train
train/SORA/140.jpg,SORA,train
train/SORA/141.jpg,SORA,train
train/SORA/142.jpg,SORA,train
train/SORA/143.jpg,SORA,train
train/SORA/144.jpg,SORA,train
train/SORA/145.jpg,SORA,train
train/SORA/146.jpg,SORA,train
train/SORA/147.jpg,SORA,train
train/SORA/148.jpg,SORA,train
train/SORA/149.jpg,SORA,train
train/SORA/150.jpg,SORA,train
train/SORA/151.jpg,SORA,train
train/SORA/152.jpg,SORA,train
train/SORA/153.jpg,SORA,train
train/SORA/154.jpg,SORA,train
train/SORA/155.jpg,SORA,train
train/SORA/156.jpg,SORA,train
train/SORA/157.jpg,SORA,train
train/SORA/158.jpg,SORA,train
train/SORA/159.jpg,SORA,train
train/SORA/160.jpg,SORA,train
train/SORA/161.jpg,SORA,train
train/SORA/162.jpg,SORA,train
train/SORA/163.jpg,SORA,train
train/SORA/164.jpg,SORA,train
train/SORA/165.jpg,SORA,train
train/SORA/166.jpg,SORA,train
train/SORA/167.jpg,SORA,train
train/SORA/168.jpg,SORA,train
train/SORA/169.jpg,SORA,train
train/SORA/170.jpg,SORA,train
train/SORA/171.jpg,SORA,train
train/SORA/172.jpg,SORA,train
train/SORA/173.jpg,SORA,train
train/SORA/174.jpg,SORA,train
train/SORA/175.jpg,SORA,train
train/SORA/176.jpg,SORA,train
train/SORA/177.jpg,SORA,train
train/SORA/178.jpg,SORA,train
train/SORA/179.jpg,SORA,train
train/SORA/180.jpg,SORA,train
train/SORA/181.jpg,SORA,train
train/SORA/182.jpg,SORA,train
train/SORA/183.jpg,SORA,train
train/SORA/184.jpg,SORA,train
train/SORA/185.jpg,SORA,train
train/SORA/186.jpg,SORA,train
train/SORA/187.jpg,SORA,train
train/SORA/188.jpg,SORA,train
train/SORA/189.jpg,SORA,train
train/SORA/190.jpg,SORA,train
train/SORA/191.jpg,SORA,train
train/SORA/192.jpg,SORA,train
train/SORA/193.jpg,SORA,train
train/SORA/194.jpg,SORA,train
train/SORA/195.jpg,SORA,train
train/SORA/196.jpg,SORA,train
train/SORA/197.jpg,SORA,train
train/SORA/198.jpg,SORA,train
train/SORA/199.jpg,SORA,train
train/SORA/200.jpg,SORA,train
train/SPANGLED COTINGA/001.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/002.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/003.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/004.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/005.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/006.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/007.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/008.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/009.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/010.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/011.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/012.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/013.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/014.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/015.jpg,SPANGLED COTINGA,train
train/SPANGLED COTINGA/016.jpg,SPANGLED COTINGA,train
